Name,Street,House_number,Zip_code,City,Tel,Email,Website
Guttempler-Sozialwerk e.V.,Röderichstr.,6,60489,Frankfurt,069 616018,Guttempler-Sozialwerk@t-online.de,http://www.gsw-nachsorge.de/
Guttemplerverein Frankfurt e.V.,Metzlerstr.,34,60594,Frankfurt,069 624681,guttemplervereinffm@t-online.de,http://www.hausverein-ffm.de/
Haftentlassenenhilfe e.V.,Nidddastr.,72,60329,Frankfurt,069 9450520,info@haftentlassenenhilfe-ev.de,http://www.haftentlassenenhilfe-ev.de
Hanauer Hilfe e.V. Beratung für Opfer und Zeugen von Straftaten,Salzstr.,11,63450,Hanau,06181 24871,kontakt@hanauer-hilfe.de,http://www.hanauer-hilfe.de/
Hand in Hand - Seniorenhilfe Hainburg e.V.,Kappesweg,13,63512,Hainburg,06182 69427,astrid.goll@t-online.de,
Hand in Hand e.V. Nachbarschaftshilfeverein der Vereinigten Wohnstätten 1889 eG,Samuel-Beckett-Anlage,12,34119,Kassel,0561 2876276,handinhand-we@arcor.de,http://www.handinhand-kassel.de
Haus am Burgberg Wohn- und Förderstätte für geistig und körperlich Behinderte gemeinnützige Gesellschaft mit beschränkter Haftung ein Haus der Cornelius-Helferich-Stiftung,Lochmühle,5,63599,Biebergemünd,06050 91180,info@haus-am-burgberg.de,http://www.hausamburgberg.de/
Haus Brombachtal Wohn- und Förderstätte für geistig und körperlich Behinderte gemeinnützige Gesellschaft mit beschränkter Haftung ein Haus der Cornelius-Helferich-Stiftung,Zeller Str.,189,64753,Brombachtal,06063 50000,info@haus-brombachtal.de,http://www.haus-brombachtal.de
Haus der Jugend e.V.,Deutschherrnufer,12,60594,Frankfurt,069 6100150,dr.mueller@jugendherberge-frankfurt.de,http://www.jugendherberge-frankfurt.de/
Haus des Kindes e.V.,Alt Niederursel,51,60439,Frankfurt,069 5890165,haus-des-kindes@t-online.de,http://www.haus-des-kindes.com/
Haus Hohensolms Stiftung,Burgstr.,14,35644,Hohenahr,06446 92390,mail@haus-hohensolms.de,http://www.haus-hohensolms.de
Haus Odenwald gGmbH,Lise-Meitner-Straße,12,64823,Groß-Umstadt,06078 96769-0,info@hausodenwald.de,http://www.hausodenwald.org
Häusliche Kinderkrankenpflege e.V.,Alte Kasseler Str.,43,35039,Marburg,06421 681606,info@kinderkrankenpflege-marburg.de,http://www.kinderkrankenpflege-marburg.de/
Heil- und Erziehungsinstitut für Seelenpflege- bedürftige Kinder und Jugendliche Lauterbad e.V.,Ehlener Str.,27,34131,Kassel-Wilhelmshöhe,0561 938960,mail@institut-lauterbad.de,http://www.kinderheim-lauterbad.de/
Heil- und Lebensstätte Friedrich Daumer e.V. Therapeutikum für drogenabhängige junge Menschen,Am Schloßberg,1,36391,Sinntal-Schwarzenfels,06664 96360,info@daumer-haus.de,http://www.daumer-haus.de/
Heilhaus Kassel gemeinnützige GmbH,Brandaustr.,10,34127,Kassel,0561 983260,g.paul@heilhaus.org,http://www.heilhaus.org/
Heilpädagogische Initiativen e.V. Geschäftsstelle,Lange Str.,18,63110,Rodgau,06106 668923,heilpaed.initiativen@t-online.de,http://www.hpi-ev.de/
Heilpädagogischer Verein Haus Michael e.V.,Eichhörnchenpfad,4,65933,Frankfurt,069 93995580,m.birkelbach@michael-schule-frankfurt.de,http://www.michael-schule-frankfurt.de/
"Heim und Werkstätten für seelenpflegebedürftige Menschen ""Rauher Berg"" e.V.",Rauher Berg,,63683,Ortenberg-Gelnhaar,06049 96000,kontakt@rauher-berg.de,http://www.rauher-berg.de/
"Helikopter, Lernen und Spielen e.V.",Siegershäuser Str.,1,37235,Hessisch Lichtenau,05602 2894,info@heli-kopter.de,http://www.heli-kopter.de/
Henry und Emma Budge-Stiftung,Wilhelmshöher Str.,279,60389,Frankfurt,069 478710,info@budge-stiftung.de,http://www.budge-stiftung.de/
Hessische Gesellschaft zur Förderung der Gehörlosen und Schwerhörigen e.V.,Rothschildallee,16 a,60389,Frankfurt am Main,069-94 59 30 – 25,blochius@hessische-gesellschaft.de,http://hessische-gesellschaft.de/
"Hessische Vereinigung zur Förderung hör-, lern- und sprachbehinderter Kinder e.V.",Asternweg,2,63697,Hirzenhain/Merkenfritz,06187 9052027,hoeren-lernen-sprechen@gmx.de,
Hessischer Landesverband für die Rehabilitation der Aphasiker e.V. (HLRA),Am Markt,10,35260,Stadtallendorf,06428 926736,goetz-anwalt@t-online.de,http://www.hessenaphasie.de
Heydenmühle e.V.,Außerhalb Lengfeld,3,64853,Otzberg,06162 94040,buero@heydenmuehle.de,http://www.heydenmuehle.de/
Hiergeblieben e.V.,Grundstr.,10,64289,Darmstadt,06151 9813337,info@hiergeblieben-kranichstein.de,http://www.hiergeblieben-kranichstein.de
Hilde-Ulrichs-Stiftung für Parkinsonforschung,Postfach,700432,60554,Frankfurt,069 67 77 80 21,Stephanie.Heinze@aktive-parkinsonstiftung.de,www.aktive-parkinsonstiftung.de
Hilfe für ältere Bürger e.V.,Hirtengasse,15,63263,Neu-Isenburg,06102 23320,essen_auf_raedern@t-online.de,http://www.aeltere-buerger-neu-isenburg.de/
Hilfe für das verlassene Kind e.V.,Am Kirschberg,1,36341,Lauterbach,06641 96750,Kirschberg@t-online.de,http://www.hilfe-fuer-das-verlassene-kind.de
Hilfe für krebskranke Kinder Frankfurt e.V.,Komturstr.,3,60528,Frankfurt,069 9678070,info@hfkk.de,http://www.kinderkrebs-frankfurt.de
Hilfe zur Selbsthilfe e.V.,Krebsmühle,1,61440,Oberursel,06171 984510,hsh@krebsmuehle.de,
Hof 53 e.V.,Alt Niederursel,51,60439,Frankfurt am Main,069 5890165,hof-verein@der-hof.de,http://www.der-hof.de/
"Hof Hauser Arbeitsgemeinschaft für Menschenbildung, Sozialkunst und Landbau e.V.",Langelmühle,,34466,Wolfhagen,05692 1635,hofhauser@web.de,
Hofgemeinschaft für heilende Arbeit e.V. Hofgut Friedelhausen,Hofgut Friedelhausen,,35457,Lollar,06406 91650,Hofgemeinschaft@friedelhausen.de,http://www.friedelhausen.de/
Horizont e.V.,Goethestr.,6,64807,Dieburg,06071 4997420,kontakt@horizont-dieburg.org,http://www.horizont-ev-dieburg.de/
Hospital zum heiligen Geist Stiftung des öffentlichen Rechts,Steinbacher Hohl,2-26,60488,Frankfurt am Main,069 76013902,geschaeftsfuehrung@sthhg.de,http://www.stiftung-hospital-zum-heiligen-geist.de
Hospiz Mainspitze e.V.,Bebelstr.,36,65462,Ginsheim-Gustavsburg,06134 557505,info@hospiz-mainspitze.de,www.hospiz-mainspitze.de
IGEL-OF Initiative gemeinsam Lernen in Stadt und Kreis Offenbach e.V.,Wilhelmsplatz,2,63065,Offenbach,069 83008685,info@igel-of.de,http://www.igel-of.de
"IJB gemeinnützige Gesellschaft für Integration, Jugend und Berufsbildung mbH",Nordanlage,33,35390,Gießen,0641 969830,info@ijb-giessen.de,http://www.ijb-giessen.de
Iman Bildungs- und Freizeitzentrum muslimischer Frauen e.V.,Donnersbergring,42,64295,Darmstadt,06151 3680080,info@imanonline.de,www.imanonline.de
Indimaj (Hilfe zur Selbsthilfe) e.V.,Königstor,32,34117,Kassel,0561 70553429,info@indimaj.de,www.indimaj.de
Informationszentrum für Männerfragen e.V.,Sandweg,49,60316,Frankfurt,069 4950446,infozentrum@maennerfragen.de,http://www.maennerfragen.de/
INFRAU e.V.,Höhenstr.,44,60385,Frankfurt,069 451155,info@infrau.de,http://www.infrau.de/
Initiative für Jugendberufsbildung der sozialen Brennpunkte in Gießen e.V.,Nordanlage,33,35390,Gießen,0641 969830,info@ijb-giessen.de,http://www.ijb-giessen.de/
"Initiative für Kinder-, Jugend- und Gemeinwesenarbeit in Ockershausen e.V.",Dietrich-Bonhoeffer-Str.,16-18,35037,Marburg,06421 992048-0,team@ikjg.de,http://www.ikjg.de/
Integrations- und Kulturförderung Sehgeschädigter e.V. IKS,Finkenloh,12,34130,Kassel,0561 5063026,iks.beckmann@gmx.de,
Integrative Drogenhilfe e.V.,Schielestr.,22-26,60314,Frankfurt,069 9419700,info@idh-frankfurt.de,http://www.idh-frankfurt.de/
Integratives Montessori-Kinderhaus e.V.,Stadtring,65,64720,Michelstadt,06061 922394,kinderhaus@montessori-michelstadt.de,http://www.montessori-michelstadt.de/
Interaktiv - Generationen füreinander Oberursel e.V.,Ebertstr.,11,61440,Oberursel,06171 25587,interaktiv.oberursel@t-online.de,http://www.interaktiv-oberursel.de/
Interessengemeinschaft Epidermolysis Bullosa e.V. DEBRA Deutschland Bundesgeschäftsstelle,Schulstr.,23,35216,Biedenkopf,06461 9260887,ieb@ieb-debra.de,http://www.ieb-debra.de/
Interessengemeinschaft Kleine Heime - Hessen e.V.,Am Borngarten,6,36277,Schenklengsfeld,06629 9150456,info@ikh-hessen.de,http://www.ikh-hessen.de/
Internationale Jugendgemeinschaftsdienste Landesverein Hessen e.V.,Kasernenstr.,48,53111,Bonn,0228 228000,ijgd.bonn@ijgd.de,http://www.ijgd.de
JuFa e. V.,Scheidswaldstr.,41,60385,Frankfurt am Main,069 46939782,jufa.ev@online.de,
Jugendheim Marbach Gesellschaft mit Beschränkter Haftung,Bienenweg,7,35041,Marburg-Marbach,06421 63438,info@jugendheim-marbach.de,http://www.jugendheim-marbach.de/
Jugendhilfe Limburg-Weilburg e.V.,Weiersteinstr.,17,65549,Limburg,06431 26737,verein@jhlw.de,http://www.jugendhilfe-limburg-weilburg.de/
Jugendhilfe Usinger Land e.V.,Häuser Weg,17,61267,Neu-Anspach,06081 16306,jul@jugendhilfe-usinger-land.de,http://www.jugendhilfe-usinger-land.de/
Jugendhilfeeinrichtung Haus Wildgänse gem. e.V.,Erlenweg,1b,36318,Schwalmtal,06638/8332,info@hauswildgaense.de,
Jugendhof Bessunger Forst e.V.,Aschaffenburger Str.,183-187,64380,Roßdorf,06151 145171,info@jugendhof.org,http://www.jugendhof-bessunger-forst.de/
JUKO Marburg e.V.,Neue Kasseler Str.,3,35039,Marburg,06421-999740,office@juko-marburg.de,http://www.jugendkonflikthilfe.de/
Junge Entwicklung fördern e.V.,Hofackerstraße,13,35091,Cölbe,0163 1383959,kontakt@jef-verein.de,
k a b e r a - Beratung bei Eßstörungen Kassel e.V.,Goethestr.,31,34119,Kassel,0561 7013310,kabera@t-online.de,http://www.kabera.de/
K.i.M. - Kindergruppe in Melsungen e.V.,Grüne Str.,9,34212,Melsungen,05661 2750,Info@kim-melsungen.de,http://www.kim-melsungen.de/
Kaleidoskop e. V.,Berner Str.,109,60437,Frankfurt,069 95908816,gf@kaleidoskopev.de,
Kaleidoskop e.V.,Schwalbenstraße,20,63263,Neu-Isenburg,06102 3686894,kaleidoskop-geschaeftsfuehrung@t-online.de,http://www.kaleidoskop-ev.de/
Kasseler Bündnis Inklusion e. V.,Kirchweg,75,34119,Kassel,,mail@inklusion-kassel.de,http://www.inklusion-kassel.de
"Kasseler Familienberatungszentrum für Kinder, Jugendliche und Familien e.V.",Hinter der Komödie,"17, 2.St.",34117,Kassel,0561 784490,info@familienberatungszentrum.de,http://www.familienberatungszentrum.de/
Kind und Kegel - Verein zur Förderung kollektiver Kindererziehung e.V.,Brandenburger Str.,5,34131,Kassel,0561 34706,info@kindkegel.de,
Kinder im Zentrum - Gallus e.V.,Idsteiner-Str.,91,60326,Frankfurt,069 75846666,verwaltung@kiz-gallus.de,http://www.kiz-gallus.de/
"Kinder, Bildung, Zukunft e.V.",Leipziger Str.,59c,60487,Frankfurt am Main,069 71449790,info@kibiz.org,http://www.kibiz.org/
Kinder- und Jugendfarm Darmstadt e.V.,Maulbeerallee,59,64291,Darmstadt,06151 718781,,http://www.kinderfarm-darmstadt.de/
"Kinder- und Jugendhilfe - Schutzhof Calden -, Bezirksverband Hessen-Nord e.V.",Pöttenbreite,1,34379,Calden,05677 959811,g.goette@schutzhof-calden.de,http://www.schutzhof-calden.de
Kinder- und Jugendtelefon Wiesbaden e.V.,Landgrabenstr.,2,65199,Wiesbaden,0611 9740062,info@kjt-wiesbaden.de,http://www.kjt-wiesbaden.de/
"Kinder-, Familien- und Seniorenfreundliches Felsberg e.V.",Untere Birkenallee,19,34587,Felsberg,05662 6271,verwaltung@soziales-dienstleistungszentrum.de,http://www.soziales-dienstleistungszentrum.de
Kinderbauernhof Kassel e.V.,Am Werr,8,34125,Kassel,,info@kinderbauernhof-kassel.de,http://www.Kinderbauernhof-Kassel.de
Kinderfarm Jimbala e.V.,Mühlweg,48,61169,Friedberg,,karinjohannsmann@yahoo.de,http://www.jimbala.de
"Kinderförderungsgesellschaft mbH, Heim für Behinderte",Königsberger Str.,1,63667,Nidda-Harb,06043 96370,kinderheim-harb@t-online.de,http://www.kinderheim-harb.de/
Kindergartenverein Kleine Strolche e.V.,Ober-Laudenbacherstr.,26a,64646,Heppenheim,06252 126330,kindergarten-kleinestrolche@t-online.de,http://www.kleinestrolche-olb.de/
Kindergruppe Bollerwagen e.V.,Unterer Hardhof,11a,35398,Gießen,0641 62880,info@kindergruppe-bollerwagen.de,http://www.kindergruppe-bollerwagen.de
Kindergruppe Nora e.V.,Nora-Platiel-Str.,3,34127,Kassel,0561 8043496,info@nora-kindergruppe.de,http://www.nora-kindergruppe.de
KINDERHAUS - Krabbelstube Mainspitze e.V.,Schulstr.,29,65474,Bischofsheim,,vorstand@krabbelstube-mainspitze.de,www.krabbelstube-mainspitze.de/
Kinderhaus Vogtstraße  e.V.,Vogtstr.,41,60322,Frankfurt,069 599158,kinderhaus.ffm@t-online.de,http://www.kinderhaus-vogtstrasse.de/
Kinderhilfswerk Stiftung Global-Care,Gebrüder-Seibel-Ring,23,34560,Fritzlar,05622 6160,info@kinderhilfswerk.de,http://www.kinderhilfswerk.de
Kinderinitiative in Bad Orb e.V.,Postfach,14 45,63614,Bad Orb,06052 2812,ki@kinderinitiative-badorb.de,http://www.kinderinitiative-badorb.de/
Kinderstube KalleWirsch e.V.,Rathenauplatz,14,65203,Wiesbaden,0611 694052,wibi_kallewirsch@gmx.de,http:///www.kinderstube-kallewirsch.de
Kindertagesstätte Kleine Leute e.V.,Browerstr.,1,36039,Fulda,0661 58447,team@kleine-leute-fulda.de,http://www.kleine-leute-fulda.de/
Kindertagesstätte Sonnenkäfer e.V.,Rabensteiner Str.,7,63667,Nidda Borsdorf,06043 6885,info@kita-sonnenkaefer.de,http://www.kita-sonnenkaefer.de
Kindertagesstätten Villa Kunterbunt e.V.,Schubertstr.,32,35392,Gießen,0641 792533,info@villa-kunterbunt-giessen.de,http://www.villa-kunterbunt-giessen.de/
Kindertreff e.V.,Hauptstr.,38,64668,Rimbach,06253 86197,kindertreff-zotzenbach@web.de,
Kinderzentrum Weisser Stein Marburg-Wehrda e.V.,Magdeburger Str.,1a,35041,Marburg-Wehrda,06421 303210,info@kize-weisser-stein.de,http://www.kize-weisser-stein.de/
Kleine Schritte - Große Sprünge Kinderhaus e.V.,Lindenstr.,4,34379,Calden,05674 9234304,ksgskinderhausev@googlemail .com,http://www.kinderhaus-calden.de
Kneipp-Bund Landesverband Hessen e.V. Geschäftsstelle,Brückenauer Str.,31,36381,Schlüchtern,06661 918561,info@kneipp-lv-hessen.de,http://www.kneipp-lv-hessen.de
KOMM Ambulante Dienste e.V.,Am Eisernen Schlag,27-29,60431,Frankfurt,069 9514750,info@kommev.de,http://www.kommev.de/
KOMPASS - Verein zur Förderung der Jugendhilfe Waldeck-Frankenberg e.V.,Violinenstr.,7,34497,Korbach,05631 937370,kompass-korbach@gmx.de,http://www.kompass-korbach.de
Kompass Leben e.V.,Pestalozzistr.,1,36358,Herbstein,06643 91853-4,k.diehl@bhvb.de,http://www.bhvb.de/
KompassO,Friedrich Ebert Straße,52,34117,Kassel,0561 7396207,betreuungsverein@kompasso.de,http://www.kompasso.de
Kompetenzzentrum muslimischer Frauen e.V.,Rebstöcker Str.,103,60362,Frankfurt,0172 6602355,muslimakompetenz@gmail.com,
KONTAKT Freie Alten- u. Krankenpflege e.V.,Leibnitzstr.,5,60316,Frankfurt,069 439160,info@altenhilfe-kontakt.de,http://www.altenhilfe-kontakt.de/
KONTAKT Soziale Dienste e.V. - Haus der Senioren -,Frankfurter Str.,12,65428,Rüsselsheim,06142 54265,kontakt-soziale-dienste@web.de,
Kooperation Frauen e.V.,Emilstraße,10,64289,Darmstadt,06151 711336,Kooperation.Frauen@t-online.de,http://www.kooperation-frauen.de/
kopfstand. e.V.,Lenaustraße,7,34125,Kassel,,info@kopfstand.org,www.kopfstand.org
Krabbelstube KIDS Dreieich e.V.,Wilhelmstr.,3,63303,Dreieich,06103 371190,info@krabbelstube-kids-dreieich.de,http://www.krabbelstube-kids-dreieich.de/
KREISEL – Familienzentrum e.V.,Am Mühlwege,6 a,34497,Korbach,05631 98100,kreisel.e.V@web.de,http://www.kreisel-ev.de
Kreisverband der Treffpunkte e.V.,Siegener Str.,7,35066,Frankenberg,06451 7180530,kreisverband@treffpunkte-wa-fkb.de,http://www.treffpunkte-waldeck-frankenberg.de/
KroKi-Haus gemeinnützige GmbH,Rödgener Str.,59-61,35394,Gießen,0641/94836720,kroki-haus@web.de,
KuBuS e.V.,Am Kröckelbach,,64658,Fürth/Kröckelbach,06253 807300,thomas.jungfleisch@kubus-kroeckelbach.de,http://www.kubus-kroeckelbach.de/
Kultur für ALLE e.V.,Braubachstr.,10,60311,Frankfurt am Main,069 97761470,kulturfueralle@kulturpass.net,http://www.kulturpass.net
KulturLeben Hochtaunus - Verein für kulturelle Teilhabe e.V.,Ferdinandstr.,5,61348,Bad Homburg,06172 1383310,info@kulturleben-hochtaunus.de,http://www.kulturleben-hochtaunus.de
KulturTicket Lahn-Dill e.V.,Ernst-Leitz-Str.,30,35578,Wetzlar,06441 995091,info@kulturticket-lahn-dill.de,http://www.kulturticket-lahndill.de
Kulturzentrum Schlachthof gemeinnützige GmbH,Mombachstr.,10-12,34127,Kassel,0561 9835010,c.knueppel@schlachthof-kassel.de,http://www.schlachthof-kassel.de
Kulturzentrum Schlachthof e.V.,Mombachstr.,12,34127,Kassel,0561 983500,info@schlachthof-kassel.de,http://www.schlachthof-kassel.de/
Kunstverein International Migration Museum e.V.,Schneckenhofstr.,29,60596,Frankfurt,069 97528175,info@i-m-m.org,www.i-m-m.org
Kunstwerkstatt Kassel e.V.,Heckerstr.,30,34121,Kassel,0561 22466,weinberg@kunstwerkstatt-kassel.org,http://www.kunstwerkstatt-kassel.org
Lahor e.V.,Diemelstr.,9,60486,Frankfurt,069 63198000,info@lahor.eu,http://www.lahor.de/
Landesarbeitsgemeinschaft Freier Ambulanter Dienste in Hessen e.V.,Am Erlengraben,12a,35037,Marburg,06421 1696760,info@lagfad-hessen.de,http://www.lagfad-hessen.de/
Landesarbeitsgemeinschaft KitaEltern Hessen e.V.,Südanlage,21C,35390,Gießen,0641 20109415,info@kita-eltern-hessen.de,www.kita-eltern-hessen.de
Landesarbeitsgemeinschaft Mädchenpolitik in Hessen e.V.,Eschersheimer Landstr.,534,60433,Frankfurt,,lag.maedchenpolitik-hessen@web.de,http://www.lag-maedchenpolitik-hessen.de
Landesverband der Kehlkopfoperierten Hessen e.V.,Am Bünberg,20,36179,Bebra,,,
Landesverband der Natur- und Waldkindergärten Hessen e.V.,Bahnhofstr.,36,36533,Lahnau,06441 63441,gisela.stoll-krohn@waldkindergarten-hessen.de,www.waldkindergarten-hessen.de/
Landesverband für Körper- und Mehrfachbehinderte Hessen e.V.,Adenauer Allee,18,61440,Oberursel,06171 74091,info@lvkm-hessen.de,http://www.lvkm-hessen.de/
Landesverband Hessen der Angehörigen psychisch Kranker e.V.,Am Grenzgraben,4,63067,Offenbach,069 883004,edith.mayer@alice-dsl.de,http://www.angehoerige-hessen.de
Landesverband Hessen der Stotterer-Selbsthilfe e.V.,Franz-Dietz-Straße,23,61440,Oberursel,06171 79490,info@stottern-hessen.de,http://www.stottern-hessen.de/
Landesverband Hessen Legasthenie und Dyskalkulie Hessen im Bundesverband Legasthenie und Dyskalkulie e...,Thoma-Str.,5,61440,Oberursel,01573 4728640,s.behrent@lvl-hessen.de,http://www.lvl-hessen.de/
Landesverband Psychiatrie-Erfahrene Hessen e.V.,Scheidertalstr.,52,65232,Taunusstein,06441 4428754,p-welter@gmx.de,http://www.lvpeh.de
"LAWINE e.V., Beratungs- und Präventionsstelle gegen sexuelle Gewalt",Chemnitzer Str.,20,63452,Hanau,06181 256602,info@lawine-ev.de,http://www.lawine-ev.de/
Lazarus-Dienst gemeinnützige GmbH,Nacker Weg,9,34281,Gudensberg,05603 9114979,info@lazarus-dienst.de,http://www.lazarus-dienst.de
LEADERSHIP RHEIN-MAIN - Netzwerk auf Augenhöhe gemeinnützige UG (haftungsbeschränkt),Burgerstr.,10,61476,Kronberg,,LS@leadership-rm.de,
Leben am Weinberg e.V.,Am Weinberg,4,36358,Herbstein,06647 1239,info@leben-am-weinberg.de,
Leben mit Krebs Marburg e.V.,Alte Bahnhofstr.,31b,35096,Weimar/Lahn,06421 162625,beratungsstelle@lebenmitkrebs-marburg.de,http://www.lebenmitkrebs-marburg.de/
Leben und Altwerden in Mardorf und Umgebung e.V.,Marburger Straße,12,35287,Amöneburg,06429 826626,buergerhilfe-amoeneburg@t-online.de,
Lebens- und Arbeitskreis Hausen e.V.,Schlossweg,4,36280,Oberaula,06628 773750,hofgut.hausen@t-online.de,http://www.lebens-und-arbeitskreis-hausen.de/
Lebensabendbewegung Landesverband Hessen e.V.,Karlstr.,27,65185,Wiesbaden,0611 300497,lab-wiesbaden@arcor.de,http://www.lab-wiesbaden.de
"Lebensgemeinschaft Bingenheim e.V. Heim, Schule und Werkstätten für Seelenpflege-bedürftige Menschen",Schloßstr.,9,61209,Echzell,06035 810,kontakt@lebensgemeinschaft-bingenheim.de,http://www.lg-bingenheim.de/
LebensGestaltung e.V.,Nordstr.,88,63450,Hanau,06181 9283-0,kontakt@lebensgestaltung.de,http://www.lebensgestaltung.de/
Lebenshilfe Dillenburg e.V.,Am Forstdenkmal,7,35683,Dillenburg,02771 9090,info@lebenshilfe-dillenburg.de,http://www.lebenshilfe-dillenburg.de
"Lebenshilfe e.V., Kreisvereinigung Untertaunus",Taunusstr.,30,65326,Aarbergen,06120 9055-90,m.bopp@lebenshilfe-untertaunus.de,http://www.lebenshilfe-untertaunus.de/
Lebenshilfe Frankenberg/Eder e.V.,Bremer Str.,4,35066,Frankenberg,06451 4085387,info@lebenshilfe-frankenberg.de,http://www.lebenshilfe-frankenberg.de/
Lebenshilfe Frankfurt am Main e.V.,Friedrich-Wilhelm-von-Steuben Str.,2,60487,Frankfurt,069 174892-500,info@lebenshilfe-ffm.de,http://www.lebenshilfe-ffm.de/
Lebenshilfe für Menschen mit Behinderung Stadt und Kreis Offenbach e.V.,Brunnenstr.,3,63179,Obertshausen,06104 7805909,info@lebenshilfe-offenbach.de,www.lebenshilfe-offenbach.de
Lebenshilfe für Menschen mit geistiger Behinderung Kreisvereinigung Fulda-Hünfeld e.V.,St. Vizenz-Str.,70,36041,Fulda,0661 21577,info@lebenshilfe-fulda.de,http://www.lebenshilfe-fulda.de/
Lebenshilfe für Menschen mit geistiger Behinderung Kassel e.V.,Goethestr.,25,34119,Kassel,0561 18000,info@lebenshilfe-kassel.de,http://www.lebenshilfe-kassel.de/
"Lebenshilfe für Menschen mit geistiger Behinderung, Kreisvereinigung Groß-Gerau e.V.",Walburgastr.,5,64521,Groß-Gerau,06152 638009,bormann@lebenshilfe-kv-gg.de,http://www.lebenshilfe-kv-gg.de/
Lebenshilfe Gießen e.V.,Grüninger Weg,29,35415,Pohlheim,06404 80440,info@lebenshilfe-giessen.de,http://www.lebenshilfe-giessen.de/
Lebenshilfe Landesverband Hessen e.V.,Raiffeisenstr.,18,35043,Marburg,06421 9484020,info@lebenshilfe-hessen.de,http://www.lebenshilfehessen.de/
Lebenshilfe Limburg gemeinnützige GmbH,Wiesbadener Str.,15,65549,Limburg,06431 9930,info@lebenshilfe-ldz.de,http://www.lebenshilfe-limburg.de/
Lebenshilfe Main-Kinzig gGmbH,Vor der Kaserne,6,63571,Gelnhausen,06051 9218684,schroeck.joachim@lebenshilfe-ggmbh.de,
Lebenshilfe Region Kassel gemeinnützige GmbH,Goethestr.,25,34119,Kassel,0561 18000,info@lebenshilfe-rks.de,http://www.lebenshilfe-rks.de
Lebenshilfe Wetterau e.V.,Hauptstr.,29,61169,Friedberg,06031 68456100,info@lebenshilfe-wetterau.de,http://www.lebenshilfe-wetterau.de
Lebenshilfe Wetzlar-Weilburg e.V.,Friedenstr.,26,35578,Wetzlar,06441 92770,info@lhww.de,http://www.lhww.de/
Lebenshilfe Wiesbaden e.V. Betreuung und Förderung behinderter Menschen,Albert-Schweitzer-Allee,48,65203,Wiesbaden,0611 690750,kontakt@lebenshilfe-wiesbaden.de,http://www.lebenshilfe-wiesbaden.de/
Lebenshilfe-Werk Kreis Waldeck-Frankenberg e.V.,Am Stege,4,34497,Korbach,05631 50060,info@lhw-wf.de,www.lhw-wf.de
Lebensqualität e.V.,Schlierbacher Str.,54,37235,Hessisch Lichtenau,05602 9190290,info@lequa.de,http://www.lequa.de/
Lebensraum Rheingau-Taunus e.V.,Schwalbacher Str.,41,65343,Eltville,06123 7907010,gf@verein-lebensraum.de,http://www.verein-lebensraum.de
Lernkiste Verein zur Förderungvon Kultur und Bildung e.V.,Marktstr.,7,35390,Gießen,0641 38044,info@lernkiste.net,http://www.lernkiste.net/
Lernmobil Viernheim - Verein für pädagogische und soziale Bildungsarbeit e.V.,Friedrich-Ebert-Str.,8,68519,Viernheim,06204 740251,lernmobil@lernmobil-viernheim.de,http://www.lernmobil-viernheim.de/
Lesben- und Schwulenverband Deutschland Landesverband Hessen e.V. (LSVD-Hessen),Postfach,17 03 41,60077,Frankfurt am Main,069 94549616,hessen@lsvd.de,http://www.lsvd.de/
Lesben-Informations- und Beratungsstelle e.V.,Alte Gasse,38,60313,Frankfurt am Main,069 282883,info@libs.w4w.net,http://www.w4w.net
Lichtblick - Verein für Jugend- und Sozialhilfe Wetterau e.V.,Södeler Straße,11,61231,Bad Nauheim,06032 937420,info@lichtblick-wetterau.de,http://www.lichtblick-wetterau.de/
Lindenhof gemeinnützige GmbH Wohngruppe für Mädchen,Marbacher Str.,1,36088,Hünfeld,06652 747667,lindenhofggmbh@gmx.de,
"LLL-Zentrum für Kommunikation, Kultur, Bildung, Beratung und Lebenshilfe e.V.",Klingerstr.,6,60313,Frankfurt,069 293044,LLLInfo@gmx.de,http://www.lll-frankfurt.de
Loheland-Stiftung,Loheland,1,36093,Künzell-Loheland,0661 3920,info@loheland.de,http://www.loheland.de/
Mäander individuelle Jugendhilfe gemeinnützige GmbH,Dieburger Straße,10-12,64287,Darmstadt,06151 9818508,die-Maeander-GmbH@t-online.de,http://www.maeander-darmstadt.de
MÄANDER Mädchenbetreuung in anderen Erziehungsformen e.V.,Helfmannstr.,63a,64293,Darmstadt,06151 893103,maeander-darmstadt@t-online.de,http://www.maeander-darmstadt.de/
Mach-Mit e. V.,Fritzlarer Str.,26a,34281,Gudensberg,05603 927626 0,info@machmit-gudensberg.eu,http://www.machmit-gudensberg.eu
MädchenbüroMilena e. V.,Rödelheimer Landstr.,13,60487,Frankfurt am Main,069 774040,info@maedchenbueromilena.de,http://www.fluechtlingscafemilena.de/
Magnolya e.V. Heiner-Lehr-Zentrum,Ober Ramstädter Str.,96,64367,Mühltal,06151 6691633,magnolya.ev@googlemail.com,
Mainkrokodile e.V.,Diesterwegstr.,18a,60594,Frankfurt,069 6090960,kinderhaus@mainkrokodile.de,http://www.mainkrokodile.de/
Maisha e.V.,Neue Kräme,32,60311,Frankfurt,069 9043 4905,maisha-african-women@gmx.de,www.maisha.org
